id,name,origin,uc_id,uc_file,uc_date,uc_origin,uc_source_url,uc_repo,uc_ai_model,uc_temperature,uc_top_p,uc_title,uc_actors,uc_num_of_steps,uc_num_of_alt_scenarions,uc_num_of_err_scenarions,seq_id,seq_file,seq_date,seq_origin,seq_source_url,seq_repo,seq_ai_model,seq_temperature,seq_top_p,seq_actors,seq_num_of_participats,seq_title,seq_num_of_alt,seq_num_of_opt,seq_num_of_loop
6456,Chef Workstation App - Telemetry Service,semi-synthetic,6282,uc_gen\06282_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Capture and Send Telemetry Data,4,5,0,0,809,seq\00809_seq.puml,2019-09-11,github,https://raw.githubusercontent.com/gridgentoo/chef-workstation/91e963dc6cc4276e64f061c7d8963da0553ccd51/docs/architecture/telemetry-seq.puml,gridgentoo/chef-workstation,,0,0,1,4,Chef Workstation App - Telemetry Service,0,0,0
6457,Chef Workstation App - Telemetry Service,semi-synthetic,6283,uc_gen\06283_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Chef Workstation App - Telemetry Service,4,6,0,0,809,seq\00809_seq.puml,2019-09-11,github,https://raw.githubusercontent.com/gridgentoo/chef-workstation/91e963dc6cc4276e64f061c7d8963da0553ccd51/docs/architecture/telemetry-seq.puml,gridgentoo/chef-workstation,,0,0,1,4,Chef Workstation App - Telemetry Service,0,0,0
6458,Chef Workstation App - Telemetry Service,semi-synthetic,6284,uc_gen\06284_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Capture telemetry data from CLI Tool,1,5,0,0,809,seq\00809_seq.puml,2019-09-11,github,https://raw.githubusercontent.com/gridgentoo/chef-workstation/91e963dc6cc4276e64f061c7d8963da0553ccd51/docs/architecture/telemetry-seq.puml,gridgentoo/chef-workstation,,0,0,1,4,Chef Workstation App - Telemetry Service,0,0,0
6459,Chef Workstation App - Telemetry Service,semi-synthetic,6285,uc_gen\06285_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Chef Workstation App - Telemetry Service,1,5,0,0,809,seq\00809_seq.puml,2019-09-11,github,https://raw.githubusercontent.com/gridgentoo/chef-workstation/91e963dc6cc4276e64f061c7d8963da0553ccd51/docs/architecture/telemetry-seq.puml,gridgentoo/chef-workstation,,0,0,1,4,Chef Workstation App - Telemetry Service,0,0,0
6460,Chef Workstation App - Telemetry Service,semi-synthetic,6286,uc_gen\06286_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Chef Workstation App - Telemetry Service,4,5,0,0,809,seq\00809_seq.puml,2019-09-11,github,https://raw.githubusercontent.com/gridgentoo/chef-workstation/91e963dc6cc4276e64f061c7d8963da0553ccd51/docs/architecture/telemetry-seq.puml,gridgentoo/chef-workstation,,0,0,1,4,Chef Workstation App - Telemetry Service,0,0,0
6461,Chef Workstation App - Telemetry Service,semi-synthetic,6287,uc_gen\06287_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Transmit Telemetry Data to telemetry.chef.io,4,6,0,0,809,seq\00809_seq.puml,2019-09-11,github,https://raw.githubusercontent.com/gridgentoo/chef-workstation/91e963dc6cc4276e64f061c7d8963da0553ccd51/docs/architecture/telemetry-seq.puml,gridgentoo/chef-workstation,,0,0,1,4,Chef Workstation App - Telemetry Service,0,0,0
6462,Chef Workstation App - Telemetry Service,semi-synthetic,6288,uc_gen\06288_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Chef Workstation App - Telemetry Service,1,5,0,0,809,seq\00809_seq.puml,2019-09-11,github,https://raw.githubusercontent.com/gridgentoo/chef-workstation/91e963dc6cc4276e64f061c7d8963da0553ccd51/docs/architecture/telemetry-seq.puml,gridgentoo/chef-workstation,,0,0,1,4,Chef Workstation App - Telemetry Service,0,0,0
6463,Manage External Connections,semi-synthetic,6289,uc_gen\06289_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Manage External Connections,1,1,0,0,810,seq\00810_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Register-Notification-Gateway.puml,CAADE/ADC,,0,0,0,2,,0,0,0
6464,Manage External Connections,semi-synthetic,6290,uc_gen\06290_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Manage External Connections,1,1,0,0,810,seq\00810_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Register-Notification-Gateway.puml,CAADE/ADC,,0,0,0,2,,0,0,0
6465,Manage-External-Connections,semi-synthetic,6291,uc_gen\06291_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Manage-External-Connections,1,1,0,0,810,seq\00810_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Register-Notification-Gateway.puml,CAADE/ADC,,0,0,0,2,,0,0,0
6466,Manage External Connections,semi-synthetic,6292,uc_gen\06292_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Manage External Connections,1,1,0,0,810,seq\00810_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Register-Notification-Gateway.puml,CAADE/ADC,,0,0,0,2,,0,0,0
6467,Manage External Connections,semi-synthetic,6293,uc_gen\06293_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Manage External Connections,1,1,0,0,810,seq\00810_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Register-Notification-Gateway.puml,CAADE/ADC,,0,0,0,2,,0,0,0
6468,Manage External Connections,semi-synthetic,6294,uc_gen\06294_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Manage External Connections,1,1,0,0,810,seq\00810_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Register-Notification-Gateway.puml,CAADE/ADC,,0,0,0,2,,0,0,0
6469,Manage External Connections,semi-synthetic,6295,uc_gen\06295_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Manage External Connections,1,1,0,0,810,seq\00810_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Register-Notification-Gateway.puml,CAADE/ADC,,0,0,0,2,,0,0,0
6470,Manage External Connections,semi-synthetic,6296,uc_gen\06296_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Manage External Connections,1,1,0,0,810,seq\00810_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Register-Notification-Gateway.puml,CAADE/ADC,,0,0,0,2,,0,0,0
6471,Manage External Connections,semi-synthetic,6297,uc_gen\06297_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Manage External Connections,1,1,0,0,810,seq\00810_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Register-Notification-Gateway.puml,CAADE/ADC,,0,0,0,2,,0,0,0
6472,Manage Applications,semi-synthetic,6298,uc_gen\06298_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Manage Applications,1,4,0,0,811,seq\00811_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Update-Application.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
6473,Manage Applications,semi-synthetic,6299,uc_gen\06299_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Manage Applications,1,4,0,0,811,seq\00811_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Update-Application.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
6474,Manage Applications,semi-synthetic,6300,uc_gen\06300_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Manage Applications,1,2,0,0,811,seq\00811_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Update-Application.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
6475,Manage-Applications,semi-synthetic,6301,uc_gen\06301_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Manage-Applications,1,4,0,0,811,seq\00811_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Update-Application.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
6476,Manage Applications,semi-synthetic,6302,uc_gen\06302_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Manage Applications,1,4,0,0,811,seq\00811_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Update-Application.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
6477,Manage-Applications,semi-synthetic,6303,uc_gen\06303_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Manage-Applications,1,4,0,0,811,seq\00811_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Update-Application.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
6478,Manage Applications,semi-synthetic,6304,uc_gen\06304_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Manage Applications,1,4,0,0,811,seq\00811_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Update-Application.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
6479,Manage-Applications,semi-synthetic,6305,uc_gen\06305_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Manage-Applications,1,4,0,0,811,seq\00811_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Update-Application.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
6480,Manage Applications,semi-synthetic,6306,uc_gen\06306_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Manage Applications,1,2,0,0,811,seq\00811_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Update-Application.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
6481,Current Epic Transaction Workflow,semi-synthetic,6307,uc_gen\06307_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Current Epic Transaction Workflow,2,42,0,0,812,seq\00812_seq.puml,2020-02-14,github,https://raw.githubusercontent.com/EpicCash/epic-wallet/03fc494409742e001d2389f4f80b3389a80d7263/doc/transaction/basic-transaction-wf.puml,EpicCash/epic-wallet,,0,0,2,3,,2,0,0
6482,Current Epic Transaction Workflow,semi-synthetic,6308,uc_gen\06308_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Current Epic Transaction Workflow,2,40,0,0,812,seq\00812_seq.puml,2020-02-14,github,https://raw.githubusercontent.com/EpicCash/epic-wallet/03fc494409742e001d2389f4f80b3389a80d7263/doc/transaction/basic-transaction-wf.puml,EpicCash/epic-wallet,,0,0,2,3,,2,0,0
6483,Perform Epic Transaction,semi-synthetic,6309,uc_gen\06309_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Perform Epic Transaction,2,39,1,1,812,seq\00812_seq.puml,2020-02-14,github,https://raw.githubusercontent.com/EpicCash/epic-wallet/03fc494409742e001d2389f4f80b3389a80d7263/doc/transaction/basic-transaction-wf.puml,EpicCash/epic-wallet,,0,0,2,3,,2,0,0
6484,Current Epic Transaction Workflow,semi-synthetic,6310,uc_gen\06310_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Current Epic Transaction Workflow,2,39,0,0,812,seq\00812_seq.puml,2020-02-14,github,https://raw.githubusercontent.com/EpicCash/epic-wallet/03fc494409742e001d2389f4f80b3389a80d7263/doc/transaction/basic-transaction-wf.puml,EpicCash/epic-wallet,,0,0,2,3,,2,0,0
6485,Current Epic Transaction Workflow,semi-synthetic,6311,uc_gen\06311_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Current Epic Transaction Workflow,3,37,0,0,812,seq\00812_seq.puml,2020-02-14,github,https://raw.githubusercontent.com/EpicCash/epic-wallet/03fc494409742e001d2389f4f80b3389a80d7263/doc/transaction/basic-transaction-wf.puml,EpicCash/epic-wallet,,0,0,2,3,,2,0,0
6486,Current Epic Transaction Workflow,semi-synthetic,6312,uc_gen\06312_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Current Epic Transaction Workflow,2,45,0,0,812,seq\00812_seq.puml,2020-02-14,github,https://raw.githubusercontent.com/EpicCash/epic-wallet/03fc494409742e001d2389f4f80b3389a80d7263/doc/transaction/basic-transaction-wf.puml,EpicCash/epic-wallet,,0,0,2,3,,2,0,0
6487,Create Transaction,semi-synthetic,6313,uc_gen\06313_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Create Transaction,1,9,0,0,812,seq\00812_seq.puml,2020-02-14,github,https://raw.githubusercontent.com/EpicCash/epic-wallet/03fc494409742e001d2389f4f80b3389a80d7263/doc/transaction/basic-transaction-wf.puml,EpicCash/epic-wallet,,0,0,2,3,,2,0,0
6488,Current Epic Transaction Workflow,semi-synthetic,6314,uc_gen\06314_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Current Epic Transaction Workflow,2,28,0,0,812,seq\00812_seq.puml,2020-02-14,github,https://raw.githubusercontent.com/EpicCash/epic-wallet/03fc494409742e001d2389f4f80b3389a80d7263/doc/transaction/basic-transaction-wf.puml,EpicCash/epic-wallet,,0,0,2,3,,2,0,0
6489,Update Staff Information,semi-synthetic,6315,uc_gen\06315_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Update Staff Information,1,8,0,0,813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
6490,Update Staff Information,semi-synthetic,6316,uc_gen\06316_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Update Staff Information,1,10,0,0,813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
6491,Update Staff Information,semi-synthetic,6317,uc_gen\06317_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Update Staff Information,1,9,0,0,813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
6492,Update Staff Information,semi-synthetic,6318,uc_gen\06318_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Update Staff Information,1,11,0,0,813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
6493,Update Staff Information,semi-synthetic,6319,uc_gen\06319_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Update Staff Information,1,6,0,0,813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
6494,Update Staff Information,semi-synthetic,6320,uc_gen\06320_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Update Staff Information,7,8,0,0,813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
6495,Update Staff Information,semi-synthetic,6321,uc_gen\06321_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Update Staff Information,6,11,0,0,813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
6496,Update Staff Information,semi-synthetic,6322,uc_gen\06322_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Update Staff Information,1,10,0,0,813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
6497,Update Staff Information,semi-synthetic,6323,uc_gen\06323_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Update Staff Information,1,11,0,0,813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
6498,Update Staff Information,semi-synthetic,6324,uc_gen\06324_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Update Staff Information,7,11,0,0,813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
6499,ASA Escrow Pay (Order Exec) With Closeout - Initiated by ASA Buyer,semi-synthetic,6325,uc_gen\06325_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,ASA Escrow Pay (Order Exec) With Closeout - Initiated by ASA Buyer,2,5,0,0,814,seq\00814_seq.puml,2021-08-08,github,https://raw.githubusercontent.com/algodex/algodex-architecture/32a524c77d3d5008beecd545ad4e90bbac1dd4ea/diagrams/asa_escrow_execute_full.puml,algodex/algodex-architecture,,0,0,2,4,,0,0,0
6500,ASA Escrow Pay (Order Exec) With Closeout - Initiated by ASA Buyer,semi-synthetic,6326,uc_gen\06326_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,ASA Escrow Pay (Order Exec) With Closeout - Initiated by ASA Buyer,2,6,0,0,814,seq\00814_seq.puml,2021-08-08,github,https://raw.githubusercontent.com/algodex/algodex-architecture/32a524c77d3d5008beecd545ad4e90bbac1dd4ea/diagrams/asa_escrow_execute_full.puml,algodex/algodex-architecture,,0,0,2,4,,0,0,0
6501,ASA Escrow Pay (Order Exec) With Closeout,semi-synthetic,6327,uc_gen\06327_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,ASA Escrow Pay (Order Exec) With Closeout,4,6,0,0,814,seq\00814_seq.puml,2021-08-08,github,https://raw.githubusercontent.com/algodex/algodex-architecture/32a524c77d3d5008beecd545ad4e90bbac1dd4ea/diagrams/asa_escrow_execute_full.puml,algodex/algodex-architecture,,0,0,2,4,,0,0,0
6502,ASA Escrow Pay (Order Exec) With Closeout - Initiated by ASA Buyer,semi-synthetic,6328,uc_gen\06328_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,ASA Escrow Pay (Order Exec) With Closeout - Initiated by ASA Buyer,4,6,0,0,814,seq\00814_seq.puml,2021-08-08,github,https://raw.githubusercontent.com/algodex/algodex-architecture/32a524c77d3d5008beecd545ad4e90bbac1dd4ea/diagrams/asa_escrow_execute_full.puml,algodex/algodex-architecture,,0,0,2,4,,0,0,0
6503,ASA Escrow Pay (Order Exec),semi-synthetic,6329,uc_gen\06329_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,ASA Escrow Pay (Order Exec),4,5,0,0,814,seq\00814_seq.puml,2021-08-08,github,https://raw.githubusercontent.com/algodex/algodex-architecture/32a524c77d3d5008beecd545ad4e90bbac1dd4ea/diagrams/asa_escrow_execute_full.puml,algodex/algodex-architecture,,0,0,2,4,,0,0,0
6504,ASA Escrow Pay (Order Exec) With Closeout - Initiated by ASA Buyer,semi-synthetic,6330,uc_gen\06330_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,ASA Escrow Pay (Order Exec) With Closeout - Initiated by ASA Buyer,4,6,0,0,814,seq\00814_seq.puml,2021-08-08,github,https://raw.githubusercontent.com/algodex/algodex-architecture/32a524c77d3d5008beecd545ad4e90bbac1dd4ea/diagrams/asa_escrow_execute_full.puml,algodex/algodex-architecture,,0,0,2,4,,0,0,0
6505,Buyer completes ASA Escrow Pay with Closeout,semi-synthetic,6331,uc_gen\06331_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Buyer completes ASA Escrow Pay with Closeout,4,7,0,0,814,seq\00814_seq.puml,2021-08-08,github,https://raw.githubusercontent.com/algodex/algodex-architecture/32a524c77d3d5008beecd545ad4e90bbac1dd4ea/diagrams/asa_escrow_execute_full.puml,algodex/algodex-architecture,,0,0,2,4,,0,0,0
6506,ASA Escrow Pay (Order Exec) With Closeout - Initiated by ASA Buyer,semi-synthetic,6332,uc_gen\06332_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,ASA Escrow Pay (Order Exec) With Closeout - Initiated by ASA Buyer,4,6,0,0,814,seq\00814_seq.puml,2021-08-08,github,https://raw.githubusercontent.com/algodex/algodex-architecture/32a524c77d3d5008beecd545ad4e90bbac1dd4ea/diagrams/asa_escrow_execute_full.puml,algodex/algodex-architecture,,0,0,2,4,,0,0,0
6507,Integration of CI data to Firestore,semi-synthetic,6333,uc_gen\06333_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Integration of CI data to Firestore,6,5,0,0,815,seq\00815_seq.puml,2020-12-07,github,https://raw.githubusercontent.com/bootstraponline/flank-dashboard-archive/cd1992331af112a270c1cb9e75eea12cc2c197de/docs/diagrams/buildkite_sync_sequence_diagram.puml,bootstraponline/flank-dashboard-archive,,0,0,1,6,,0,0,0
6508,Buildkite Integration,semi-synthetic,6334,uc_gen\06334_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Buildkite Integration,1,9,0,0,815,seq\00815_seq.puml,2020-12-07,github,https://raw.githubusercontent.com/bootstraponline/flank-dashboard-archive/cd1992331af112a270c1cb9e75eea12cc2c197de/docs/diagrams/buildkite_sync_sequence_diagram.puml,bootstraponline/flank-dashboard-archive,,0,0,1,6,,0,0,0
6509,Push commit triggers pipeline and sync for integration,semi-synthetic,6335,uc_gen\06335_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Push commit triggers pipeline and sync for integration,1,8,0,0,815,seq\00815_seq.puml,2020-12-07,github,https://raw.githubusercontent.com/bootstraponline/flank-dashboard-archive/cd1992331af112a270c1cb9e75eea12cc2c197de/docs/diagrams/buildkite_sync_sequence_diagram.puml,bootstraponline/flank-dashboard-archive,,0,0,1,6,,0,0,0
6510,Integration of Buildkite with CI tool,semi-synthetic,6336,uc_gen\06336_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Integration of Buildkite with CI tool,6,5,0,0,815,seq\00815_seq.puml,2020-12-07,github,https://raw.githubusercontent.com/bootstraponline/flank-dashboard-archive/cd1992331af112a270c1cb9e75eea12cc2c197de/docs/diagrams/buildkite_sync_sequence_diagram.puml,bootstraponline/flank-dashboard-archive,,0,0,1,6,,0,0,0
6511,Build Data Export Process,semi-synthetic,6337,uc_gen\06337_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Build Data Export Process,1,7,0,0,815,seq\00815_seq.puml,2020-12-07,github,https://raw.githubusercontent.com/bootstraponline/flank-dashboard-archive/cd1992331af112a270c1cb9e75eea12cc2c197de/docs/diagrams/buildkite_sync_sequence_diagram.puml,bootstraponline/flank-dashboard-archive,,0,0,1,6,,0,0,0
6512,Buildkite Integration,semi-synthetic,6338,uc_gen\06338_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Buildkite Integration,1,9,0,0,815,seq\00815_seq.puml,2020-12-07,github,https://raw.githubusercontent.com/bootstraponline/flank-dashboard-archive/cd1992331af112a270c1cb9e75eea12cc2c197de/docs/diagrams/buildkite_sync_sequence_diagram.puml,bootstraponline/flank-dashboard-archive,,0,0,1,6,,0,0,0
6513,Build Data Export,semi-synthetic,6339,uc_gen\06339_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Build Data Export,1,7,0,0,815,seq\00815_seq.puml,2020-12-07,github,https://raw.githubusercontent.com/bootstraponline/flank-dashboard-archive/cd1992331af112a270c1cb9e75eea12cc2c197de/docs/diagrams/buildkite_sync_sequence_diagram.puml,bootstraponline/flank-dashboard-archive,,0,0,1,6,,0,0,0
6514,Automated Build and Integration Process,semi-synthetic,6340,uc_gen\06340_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Automated Build and Integration Process,1,9,0,0,815,seq\00815_seq.puml,2020-12-07,github,https://raw.githubusercontent.com/bootstraponline/flank-dashboard-archive/cd1992331af112a270c1cb9e75eea12cc2c197de/docs/diagrams/buildkite_sync_sequence_diagram.puml,bootstraponline/flank-dashboard-archive,,0,0,1,6,,0,0,0
