id,file,date,origin,source_url,repo,ai_model,temperature,top_p,actors,num_of_participats,title,num_of_alt,num_of_opt,num_of_loop
757,seq\00757_seq.puml,2024-08-30,github,https://raw.githubusercontent.com/medcomdk/dk-medcom-document/b5bb68a66eb66107f92dfe5652a8966ee825bd75/puml/sequence-s1a2.puml,medcomdk/dk-medcom-document,,0,0,1,4,,0,0,0
758,seq\00758_seq.puml,,github,https://raw.githubusercontent.com/adlrocha/unir-demo/c7fafa599505612edd0190a71b97dde58d6d7e1f/alastria-id/diagrams/creaci%C3%B3n.puml,adlrocha/unir-demo,,0,0,2,9,,2,0,0
759,seq\00759_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1405_rdadmp_72.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,6,,0,0,0
760,seq\00760_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0318_nsf_28.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,2,6,,1,0,1
761,seq\00761_seq.puml,2024-07-22,github,https://raw.githubusercontent.com/cna-bootcamp/uml-scripts/139ce6e7db34c5bc04bbfa1d8eda2e7dcb93bb3b/pattern/eventsourcing_example.puml,cna-bootcamp/uml-scripts,,0,0,1,7,,0,0,0
762,seq\00762_seq.puml,2018-09-07,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Security/Establish-Integrity-Network.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
763,seq\00763_seq.puml,,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/Sequence_Customers/Get%20All%20Rooms.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
764,seq\00764_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0364_culrepo_1.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,0,0,0
765,seq\00765_seq.puml,2023-12-02,github,https://raw.githubusercontent.com/maxfire82/otus-microservices-course/e626fe62d0c7a04c5c320c3daebd97dd2b417089/Lesson38/architecture/http_schema.puml,maxfire82/otus-microservices-course,,0,0,1,4,,0,0,0
766,seq\00766_seq.puml,2024-05-24,github,https://raw.githubusercontent.com/middmoon/DACN_Hotel-Booking/c1a894a397440989ac2fe9859118bf72ae5c952d/server/design-pattern/middleware.puml,middmoon/DACN_Hotel-Booking,,0,0,1,5,,0,0,0
767,seq\00767_seq.puml,2024-01-04,github,https://raw.githubusercontent.com/helhar1234/MCTG_helhar_swen1/117b66525da3c06d58948471cf8e31f5e96359f9/src/uml/battle-sequence-lector-idea.puml,helhar1234/MCTG_helhar_swen1,,0,0,0,6,,0,0,0
768,seq\00768_seq.puml,2021-06-26,github,https://raw.githubusercontent.com/hyperledger-labs/fabric-smart-client/e776389f5258b7e3a2318048bfc1a9e1dadbd6fd/integration/fabric/iou/diagrams/iou.puml,hyperledger-labs/fabric-smart-client,,0,0,3,4,,0,0,0
769,seq\00769_seq.puml,2022-02-10,github,https://raw.githubusercontent.com/umasitaraman/CryptoPortfolioTracker/4e36a17e0227905b8dc7ee8fd320cce5efb076aa/resources/Register_SD.puml,umasitaraman/CryptoPortfolioTracker,,0,0,1,4,Register,0,0,0
770,seq\00770_seq.puml,2021-10-14,github,https://raw.githubusercontent.com/mykolenkomitya/uml/9abab7b3421e53037c4d5751892e12d5d44dd4e0/example/example.puml,mykolenkomitya/uml,,0,0,1,6,,0,0,0
771,seq\00771_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2168_recycling_6.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
772,seq\00772_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1990_Restaurant_Management_System_217.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
773,seq\00773_seq.puml,2018-11-15,github,https://raw.githubusercontent.com/asmadsen/LottasFleaMarket/f10d5ed560a9b060dc5976506ff4dcf5f66b916b/Docs/SequenceDiagram.puml,asmadsen/LottasFleaMarket,,0,0,2,3,,2,1,1
774,seq\00774_seq.puml,2024-06-02,github,https://raw.githubusercontent.com/CAU-SE-ITS/SE_ITS_Back-End/74e3bac179f56666e739893b61d3cfe181fe21a1/UMLdiagram/diagrams_per_api/sequence_diagram/14.getIssue.puml,CAU-SE-ITS/SE_ITS_Back-End,,0,0,1,3,,0,0,0
775,seq\00775_seq.puml,,github,https://raw.githubusercontent.com/IronRookieCoder/bug-knowledge/f49d880d5373b55514be33616507835879d1ce67/docs/%E7%9F%A5%E8%AF%86%E5%BA%93%E6%97%B6%E5%BA%8F%E5%9B%BE.puml,IronRookieCoder/bug-knowledge,,0,0,1,8,,0,0,0
776,seq\00776_seq.puml,2023-11-26,github,https://raw.githubusercontent.com/ruben1132/PI5_23-24/6ac272d54e75d3a41b4bd6bbd091693d63c7d74e/docs/SprintB/nivel2/N2_US350.puml,ruben1132/PI5_23-24,,0,0,1,3,,1,0,0
777,seq\00777_seq.puml,2018-04-02,github,https://raw.githubusercontent.com/sovrin-foundation/protocol/0a1696282df4067fff256cb2d18cf03af658f848/dkms/06-add-new-edge-agent.puml,sovrin-foundation/protocol,,0,0,1,3,,0,0,0
778,seq\00778_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1570_mis_18.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,1,0,0
779,seq\00779_seq.puml,2020-12-25,github,https://raw.githubusercontent.com/etri/SSI/d1cfbd12732f327ad00af7f494fa8399f7bc9e34/SSI_2nd_year/SSI-blockchain/indy-sdk-master/indy-sdk-master/docs/design/005-dkms/puml/recover-agent-policy-registry.puml,etri/SSI,,0,0,1,6,,0,0,0
780,seq\00780_seq.puml,,github,https://raw.githubusercontent.com/yangfa4j/mybatis-plus/7c9228b7babe1a854824e6918d394479b72554ef/src/main/java/com/puml/qingqing/live_4.8.0/%E6%8F%92%E4%BB%B6%E5%8D%87%E7%BA%A7%E6%B5%81%E7%A8%8B/%E5%AE%A2%E6%88%B7%E7%AB%AF%E6%8F%92%E4%BB%B6%E5%8D%87%E7%BA%A7.puml,yangfa4j/mybatis-plus,,0,0,0,2,,0,0,0
781,seq\00781_seq.puml,2020-01-03,github,https://raw.githubusercontent.com/CorfuDB/CorfuDB/7cf15968615175ba6dc14ffe10165434b5b641fd/docs/corfu-queue/corfu-queue.puml,CorfuDB/CorfuDB,,0,0,2,7,A Persisted Queue Transaction using State Machine Replication,0,0,0
782,seq\00782_seq.puml,2023-06-17,github,https://raw.githubusercontent.com/jovami/isep-lapr4/813549bd822e516c526333b4b644c324426fa0da/docs/us_3006/SSD.puml,jovami/isep-lapr4,,0,0,2,2,,0,0,0
783,seq\00783_seq.puml,2018-09-07,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Run-Analytics-on-the-Edge-.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
784,seq\00784_seq.puml,2020-03-07,github,https://raw.githubusercontent.com/folded-ear/gobrennas-api/6d6228ccdec1fc65c4d6e480ed98b43945fff013/awesomeness.puml,folded-ear/gobrennas-api,,0,0,1,7,,0,0,0
785,seq\00785_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC9/nivel1/UC9.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
786,seq\00786_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0611_duraspace_80.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,1,0,0
787,seq\00787_seq.puml,2023-12-21,github,https://raw.githubusercontent.com/ruben1132/PI5_23-24/6ac272d54e75d3a41b4bd6bbd091693d63c7d74e/docs/SprintC/nivel1/N1_US80.puml,ruben1132/PI5_23-24,,0,0,1,2,,1,0,0
788,seq\00788_seq.puml,2024-12-11,github,https://raw.githubusercontent.com/Lapr5G21/sem5pi-24-25-3ddg21/b8af46a71ba8f28e13820cd0144db31a5fe49401/docs/sprintC/AddAllergy/views/level1/process-view.puml,Lapr5G21/sem5pi-24-25-3ddg21,,0,0,1,2,,0,0,0
789,seq\00789_seq.puml,,github,https://raw.githubusercontent.com/cmgun/B-Recycle/baa87b2a784313e83bfc6a2e7bccfe4302b7db3e/docs/%E6%97%B6%E5%BA%8F%E5%9B%BE/%E7%A7%AF%E5%88%86%E6%B5%81%E8%BD%AC.puml,cmgun/B-Recycle,,0,0,1,6,积分流转,3,0,0
790,seq\00790_seq.puml,,github,https://raw.githubusercontent.com/trongend123/HuongSen/e5a28d8e27886956a42350653a6d1bf8f4a8648b/backend/ClassDiagram/Admin/Add%20other%20services.puml,trongend123/HuongSen,,0,0,1,7,,0,0,0
791,seq\00791_seq.puml,2022-03-22,github,https://raw.githubusercontent.com/pantherprotocol/panther-core/746ecded459c32815f0cd5ed492bc7ef7f43a31b/docs/advanced-staking.puml,pantherprotocol/panther-core,,0,0,1,7,**Advanced staking**,0,1,0
792,seq\00792_seq.puml,2024-11-06,github,https://raw.githubusercontent.com/PASTAplus/PASTA/105bc3e084b3d7d9c120f6b9f940c9275607634d/DataPackageManager/documents/creatDataPackage.puml,PASTAplus/PASTA,,0,0,1,14,,0,0,1
793,seq\00793_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0326_nsf_36.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,6,,0,0,0
794,seq\00794_seq.puml,2018-11-24,github,https://raw.githubusercontent.com/hataketsu/Quan_ly_giang_day/d6b222db699253d4288f80f44dfc5da3a73ad805/document/diagrams/blog/list_blogs.puml,hataketsu/Quan_ly_giang_day,,0,0,1,4,,0,0,0
795,seq\00795_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2234_cask_21.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,3,,1,0,0
796,seq\00796_seq.puml,2023-06-01,github,https://raw.githubusercontent.com/EliriaT/message-broker/a4a6701b4add203e9832703b1aefaa44c7b41156/Diagrams/MessageFlow.puml,EliriaT/message-broker,,0,0,2,11,,0,0,0
797,seq\00797_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1561_mis_9.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,7,,0,0,0
798,seq\00798_seq.puml,2024-10-10,github,https://raw.githubusercontent.com/itstimi-XD/ConcertReservation/03641076ce7d54a3a9b79ddc5281d9290cf743bf/document/sequence/payment_processing.puml,itstimi-XD/ConcertReservation,,0,0,1,10,,0,0,0
799,seq\00799_seq.puml,2024-11-15,github,https://raw.githubusercontent.com/jay-thambi/Soen342-Project/2b209baa1b231608be5f430dfb1673070f75898d/iteration2/PUML%20CODE/client_manageBookings.puml,jay-thambi/Soen342-Project,,0,0,1,5,,3,0,0
800,seq\00800_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0636_neurohub_5.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
801,seq\00801_seq.puml,2018-07-17,github,https://raw.githubusercontent.com/CAADE/C3/4bbe48a335b936cf75808d0902b32f73b99ff958/docs/UseCases/Manage-Applications/Publish-App.puml,CAADE/C3,,0,0,0,4,,0,0,0
802,seq\00802_seq.puml,2024-01-09,github,https://raw.githubusercontent.com/AlexDeAguiar/TFG-new-repo/eafc7ca7ad8a9af5109d9d44797789227980bd3c/TFG-new-project/Documentation/PlantUmlDiagrams/createRoomDiagram.puml,AlexDeAguiar/TFG-new-repo,,0,0,1,9,,0,0,0
803,seq\00803_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1030_Library_Management_System_141.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,6,,1,0,0
804,seq\00804_seq.puml,2024-05-31,github,https://raw.githubusercontent.com/marcoferreira37/Jobs4U/e0a4bccc7328c2af165d912f7cc4aa612d95b405/docs/sprintC/1004/puml/1004-system-sequence-diagram.puml,marcoferreira37/Jobs4U,,0,0,0,2,,0,0,0
805,seq\00805_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2256_cask_43.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,0,0,0
806,seq\00806_seq.puml,,github,https://raw.githubusercontent.com/Waarrez/P8/5c0b69c46f0aaeaf6434b0fb4c0e1cba6206eddf/documentations/diagrammes/s%C3%A9quences/post_user_create.puml,Waarrez/P8,,0,0,1,4,,0,0,0
807,seq\00807_seq.puml,2023-08-22,github,https://raw.githubusercontent.com/prosup/vfilter/e124eaa329c3217e012ee29821901675b7d3ecde/@startuml.puml,prosup/vfilter,,0,0,1,3,,1,0,0
808,seq\00808_seq.puml,2019-05-19,github,https://raw.githubusercontent.com/Almadanmp/backend3/740905422ee98cf8c203250f3767a63013a866b7/src/doc/CLI_Controllers/EnergyConsumption/US705/US705_sd_EnergyConsumption.puml,Almadanmp/backend3,,0,0,1,6,,0,0,1
809,seq\00809_seq.puml,2019-09-11,github,https://raw.githubusercontent.com/gridgentoo/chef-workstation/91e963dc6cc4276e64f061c7d8963da0553ccd51/docs/architecture/telemetry-seq.puml,gridgentoo/chef-workstation,,0,0,1,4,Chef Workstation App - Telemetry Service,0,0,0
810,seq\00810_seq.puml,2018-05-20,github,https://raw.githubusercontent.com/CAADE/ADC/a81ba7532e7092ab564bcb30f8ec36bab3b71d0b/docs/UseCases/Manage-External-Connections/Register-Notification-Gateway.puml,CAADE/ADC,,0,0,0,2,,0,0,0
811,seq\00811_seq.puml,2018-09-19,github,https://raw.githubusercontent.com/CAADE/edgeville/6a3dc4791c9adf4915dc38aed3a04d1f1ef4ad65/docs/UseCases/Manage-Applications/Update-Application.puml,CAADE/edgeville,,0,0,0,4,,0,0,0
812,seq\00812_seq.puml,2020-02-14,github,https://raw.githubusercontent.com/EpicCash/epic-wallet/03fc494409742e001d2389f4f80b3389a80d7263/doc/transaction/basic-transaction-wf.puml,EpicCash/epic-wallet,,0,0,2,3,,2,0,0
813,seq\00813_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/vanquang2002/server_ver1/2e57de48798a06f11906bd8ff6cacb6d29572b36/ClassDiagram/staff_update.puml,vanquang2002/server_ver1,,0,0,1,7,,0,0,0
814,seq\00814_seq.puml,2021-08-08,github,https://raw.githubusercontent.com/algodex/algodex-architecture/32a524c77d3d5008beecd545ad4e90bbac1dd4ea/diagrams/asa_escrow_execute_full.puml,algodex/algodex-architecture,,0,0,2,4,,0,0,0
815,seq\00815_seq.puml,2020-12-07,github,https://raw.githubusercontent.com/bootstraponline/flank-dashboard-archive/cd1992331af112a270c1cb9e75eea12cc2c197de/docs/diagrams/buildkite_sync_sequence_diagram.puml,bootstraponline/flank-dashboard-archive,,0,0,1,6,,0,0,0
816,seq\00816_seq.puml,2024-12-12,github,https://raw.githubusercontent.com/TharanaBope/Real-Time-Event-Tracking-System-CLI/18e9f612675ac0e3dded3b09f5776d1f4c08b2db/src/Sequence.puml,TharanaBope/Real-Time-Event-Tracking-System-CLI,,0,0,2,3,,0,0,0
817,seq\00817_seq.puml,2025-01-16,github,https://raw.githubusercontent.com/MEF-GIT/MEF-LSO-Legato-SDK/3e414b8481306ebfa03312ead5350cb1ae06edd1/documentation/serviceApi/fm/media/src/fmEntities.puml,MEF-GIT/MEF-LSO-Legato-SDK,,0,0,1,3,,0,0,0
818,seq\00818_seq.puml,2023-12-21,github,https://raw.githubusercontent.com/ruben1132/PI5_23-24/6ac272d54e75d3a41b4bd6bbd091693d63c7d74e/docs/SprintC/nivel2/N2_US150.puml,ruben1132/PI5_23-24,,0,0,1,3,,1,0,0
819,seq\00819_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0497_unibath_19.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,5,,0,0,0
820,seq\00820_seq.puml,2024-06-05,github,https://raw.githubusercontent.com/Mendoncaa/LAPR4/c51e34ac8a716c1aa5fc27ed248e5f8307047853/docs/sprintC/US1021/03.design/puml/SD.puml,Mendoncaa/LAPR4,,0,0,1,4,,0,0,0
821,seq\00821_seq.puml,2024-10-03,github,https://raw.githubusercontent.com/HHS/Head-Start-TTADP/1b531220a778df6ff2705d485cb326f2e7052bca/docs/sequence-diagrams/training-reports.puml,HHS/Head-Start-TTADP,,0,0,3,5,TTA Hub Training Reports,0,0,0
822,seq\00822_seq.puml,,github,https://raw.githubusercontent.com/gzpost1/chanjian/1129feabf87a692526c1d40971ee96aed793f076/%E4%B9%A1%E6%9D%91%E6%B8%B8%E7%B1%BB%E5%9E%8B%E7%BB%9F%E8%AE%A1.puml,gzpost1/chanjian,,0,0,1,4,,0,0,0
823,seq\00823_seq.puml,2024-11-25,github,https://raw.githubusercontent.com/Alexmoncarr/multi-game/440317f0a4daa84d32619219b80d18babf9fbcf8/mo4doutput/docs/20241125_122332/HomeRock-js-TechnicalDocument/HomeRock_sequence-diagram.puml,Alexmoncarr/multi-game,,0,0,1,3,,0,0,0
824,seq\00824_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1681_racdam_61.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,6,,0,0,0
825,seq\00825_seq.puml,2024-04-07,github,https://raw.githubusercontent.com/Kristof-me/Logarlec/1addfe52564d77329581ce1e1664c708c7305d53/docs/sequence/actor/ActorPickupItem.puml,Kristof-me/Logarlec,,0,0,1,6,,2,0,0
826,seq\00826_seq.puml,2025-04-11,github,https://raw.githubusercontent.com/osok/agent-patterns/2b467bb3e0fbca14a868624603b129afd4492977/uml/reflexion/reflexion_sequence.puml,osok/agent-patterns,,0,0,1,6,,1,0,1
827,seq\00827_seq.puml,2024-06-25,github,https://raw.githubusercontent.com/BrunoSena97/ibrain_challenge/3204c2970e75a15873e0a8c9f287aa7b3a54ef62/RESOURCES/REAL-WORLD-EXAMPLE/PRODUCT/PVP/MVP/PlantUML/US2.3.puml,BrunoSena97/ibrain_challenge,,0,0,1,3,,0,0,0
828,seq\00828_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1514_datahub_29.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
829,seq\00829_seq.puml,2020-12-22,github,https://raw.githubusercontent.com/orbitalapi/orbital/5a5f4cd810ff84a3ade5cdd663cc8ad0e9e73747/security.puml,orbitalapi/orbital,,0,0,1,3,,0,0,0
830,seq\00830_seq.puml,2024-10-27,github,https://raw.githubusercontent.com/treenoder/lab_patterns/20161f8d4eef96e56951f565c0451bd0d1027041/LB1/Composite/src/departments/sequence.puml,treenoder/lab_patterns,,0,0,1,13,,0,0,0
831,seq\00831_seq.puml,2021-11-08,github,https://raw.githubusercontent.com/SimoneRomagnoli/pps-popit/d380fc323d37ef1f9f8760be81746f369747a6c8/doc/plantuml/sequence-bullet-actor.puml,SimoneRomagnoli/pps-popit,,0,0,0,3,,3,0,0
832,seq\00832_seq.puml,2024-06-16,github,https://raw.githubusercontent.com/dudachrispim/LDS---ToDoList/7c2e7764dcd98ac5bbeb380e2b050820bea96f01/docs/diagramas_sequencia/Front%20end/adicionar_tarefa.puml,dudachrispim/LDS---ToDoList,,0,0,1,4,,0,0,0
833,seq\00833_seq.puml,2024-05-17,github,https://raw.githubusercontent.com/madajaju/edgemere/f44013f984ea1b16e738873392526cbc3841ec93/docs/edgemere/aml/ds/em/usecases/manageenvironment/EnableEnvironment.puml,madajaju/edgemere,,0,0,1,3,,0,0,0
834,seq\00834_seq.puml,2024-05-25,github,https://raw.githubusercontent.com/middmoon/DACN_Hotel-Booking/c1a894a397440989ac2fe9859118bf72ae5c952d/umldiagram/sign-up.puml,middmoon/DACN_Hotel-Booking,,0,0,1,5,,1,0,0
835,seq\00835_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/1069_Library_Management_System_180.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
836,seq\00836_seq.puml,,github,https://raw.githubusercontent.com/EduMiTo/LAPR5/40db608da893327a0f32a3d8585e3cf35060c3fb/Documenta%C3%A7%C3%A3o/SPRINT-A/Nivel%201/Vista%20de%20processos/Gest%C3%A3o%20de%20armaz%C3%A9ns/VP_Delete_Entrega.puml,EduMiTo/LAPR5,,0,0,1,2,,0,0,0
837,seq\00837_seq.puml,2020-09-26,github,https://raw.githubusercontent.com/ackintosh/sandbox/96e58a737ff33fe7ae820b72ea3369fc20b407e2/plantuml/example.puml,ackintosh/sandbox,,0,0,1,3,,0,0,0
838,seq\00838_seq.puml,2024-11-22,github,https://raw.githubusercontent.com/ruivieira03/sem5pi-24-25-g034/ce918a5fd9c876a0ee7e042fb325a532ffec5f25/Documentation/SprintA/5.1.5/Level2/level2_delete_account.puml,ruivieira03/sem5pi-24-25-g034,,0,0,1,6,,3,0,0
839,seq\00839_seq.puml,2019-06-28,github,https://raw.githubusercontent.com/OAXFoundation/l2x-trustless-exchange/4ac1f0dbd9e6bdda7a7d9e666c0901c5f29abb2e/docs/diagrams/the_client_makes_a_trade_with_fees.puml,OAXFoundation/l2x-trustless-exchange,,0,0,4,6,,0,0,0
840,seq\00840_seq.puml,2024-11-27,github,https://raw.githubusercontent.com/HoudAlami/TodoApp/7dc2c68f7586a9c5866b0eb36fa0a754d4549269/src/main/resources/conception/DiagramSequence/sequenceDiagramConsult.puml,HoudAlami/TodoApp,,0,0,1,4,,1,0,0
841,seq\00841_seq.puml,,github,https://raw.githubusercontent.com/vceniceros/algo-3-cuatri-2/497b403deb49cdc908eb7302e8438d2a2dee8094/Valen/ejercicio%20del%20alquiler/ds2.puml,vceniceros/algo-3-cuatri-2,,0,0,2,8,,0,0,0
842,seq\00842_seq.puml,2024-03-14,github,https://raw.githubusercontent.com/KMITLSuicide/KMITL-ObjectOrientedProgramming-Project/66f63f2184981d8fab3bee28771ad7203524465e/diagrams/plantuml/teacher.puml,KMITLSuicide/KMITL-ObjectOrientedProgramming-Project,,0,0,1,4,,2,0,1
843,seq\00843_seq.puml,2024-12-22,github,https://raw.githubusercontent.com/quinont/design-patterns/926683829f2d3cff39c85c90fd0574680bdc6af0/no-chain-of-responsibility/005-ampliando-la-cafeteria/docs/seq.puml,quinont/design-patterns,,0,0,1,12,,0,0,0
844,seq\00844_seq.puml,2024-02-12,github,https://raw.githubusercontent.com/madajaju/sabr/192dfe987714acddc0fe796a30d741648e2c8514/docs/sabr/usecases/ships/AISNoContact.puml,madajaju/sabr,,0,0,1,5,,0,0,0
845,seq\00845_seq.puml,2018-06-19,github,https://raw.githubusercontent.com/hataketsu/PetStore4/479b0709e7d9f202b6fa90adf8a6c4a874681fa3/document/diagrams/ads/edit_advertise.puml,hataketsu/PetStore4,,0,0,1,5,,0,0,0
846,seq\00846_seq.puml,2018-08-01,github,https://raw.githubusercontent.com/CAADE/CAADE/3873453a14359879a146f1d5897554ae2e94bd96/docs/UseCases/Manage-Environment/Modify-Environment.puml,CAADE/CAADE,,0,0,0,4,,0,0,0
847,seq\00847_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0152_camperplus_55.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,3,,0,0,1
848,seq\00848_seq.puml,2024-12-10,github,https://raw.githubusercontent.com/trongend123/HuongSen/e5a28d8e27886956a42350653a6d1bf8f4a8648b/backend/ClassDiagram/Sequence_Receptionist/View_dashBoard.puml,trongend123/HuongSen,,0,0,1,7,,0,0,0
849,seq\00849_seq.puml,2019-02-18,github,https://raw.githubusercontent.com/mimblewimble/grin-wallet/b1ffe86a55492d08f050ebdd8317272da5c78dd7/doc/transaction/basic-transaction-wf.puml,mimblewimble/grin-wallet,,0,0,2,3,,2,0,0
850,seq\00850_seq.puml,2025-02-22,github,https://raw.githubusercontent.com/implaymo/Social-Media-Platform/b79707048c45e3d5fce341379df6223874675629/Diagrams/US02/SD/US_02_createPost_SD.puml,implaymo/Social-Media-Platform,,0,0,1,6,,0,0,0
851,seq\00851_seq.puml,2024-08-09,github,https://raw.githubusercontent.com/mcanlas/lexorank/3f78afbfccfff821c16b94b1f5b2b9a9cf94c8cf/sequence.puml,mcanlas/lexorank,,0,0,1,4,Lexorank workflows,0,0,2
852,seq\00852_seq.puml,2025-03-18,github,https://raw.githubusercontent.com/iamSlightlyWind/Legacy/f2ff12c96cdbf8e2d2fbed25cf9cd33f34481d75/SWD392/sequence_diagrams/30_notify_missing_documents.puml,iamSlightlyWind/Legacy,,0,0,1,5,,0,0,0
853,seq\00853_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/0062_scrumalliance_62.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
854,seq\00854_seq.puml,2023-11-26,github,https://raw.githubusercontent.com/ruben1132/PI5_23-24/6ac272d54e75d3a41b4bd6bbd091693d63c7d74e/docs/SprintA/nivel2/N2_US220.puml,ruben1132/PI5_23-24,,0,0,1,3,,1,0,0
855,seq\00855_seq.puml,2024-06-26,github,https://raw.githubusercontent.com/srx123456/selNSGA2/3de97df00b3ab96a8332d9b1d612befad2590791/tu.puml,srx123456/selNSGA2,,0,0,1,2,,2,0,0
856,seq\00856_seq.puml,2023-04-25,github,https://raw.githubusercontent.com/danskernesdigitalebibliotek/dpl-cms/1da642b90a815bfb77b6fcc20534ed3c8d05672c/docs/diagrams/adgangsplatform-login.puml,danskernesdigitalebibliotek/dpl-cms,,0,0,1,4,,1,0,0
857,seq\00857_seq.puml,2018-08-02,github,https://raw.githubusercontent.com/CAADE/CloudLet/08066bb296578ca6dc60a20388b15cb0f08425c4/docs/UseCases/Manage-Policies/Create-Policy.puml,CAADE/CloudLet,,0,0,0,4,,0,0,0
